epoch (ms),time (-13:00),elapsed (s),w (number),x (number),y (number), z (number)
1595137407860,2020-07-19T01:43:27.860,10.070,0.351,0.441,-0.206,0.800
1595137407870,2020-07-19T01:43:27.870,10.080,0.362,0.422,-0.200,0.807
1595137407880,2020-07-19T01:43:27.880,10.090,0.372,0.404,-0.194,0.813
1595137407890,2020-07-19T01:43:27.890,10.100,0.383,0.385,-0.186,0.819
1595137407900,2020-07-19T01:43:27.900,10.110,0.392,0.367,-0.179,0.824
1595137407910,2020-07-19T01:43:27.910,10.120,0.401,0.349,-0.172,0.830
1595137407920,2020-07-19T01:43:27.920,10.130,0.409,0.331,-0.164,0.835
1595137407930,2020-07-19T01:43:27.930,10.140,0.417,0.313,-0.155,0.839
1595137407940,2020-07-19T01:43:27.940,10.150,0.425,0.296,-0.146,0.843
1595137407950,2020-07-19T01:43:27.950,10.160,0.431,0.281,-0.138,0.846
1595137407960,2020-07-19T01:43:27.960,10.170,0.437,0.268,-0.132,0.849
1595137407970,2020-07-19T01:43:27.970,10.180,0.441,0.260,-0.127,0.849
1595137407980,2020-07-19T01:43:27.980,10.190,0.444,0.256,-0.126,0.849
1595137407990,2020-07-19T01:43:27.990,10.200,0.447,0.253,-0.126,0.849
1595137408000,2020-07-19T01:43:28.000,10.210,0.450,0.248,-0.125,0.849
1595137408010,2020-07-19T01:43:28.010,10.220,0.454,0.243,-0.122,0.848
1595137408020,2020-07-19T01:43:28.020,10.230,0.461,0.236,-0.117,0.847
1595137408030,2020-07-19T01:43:28.030,10.240,0.467,0.229,-0.113,0.847
1595137408040,2020-07-19T01:43:28.040,10.250,0.472,0.224,-0.111,0.845
1595137408050,2020-07-19T01:43:28.050,10.260,0.477,0.221,-0.109,0.844
1595137408060,2020-07-19T01:43:28.060,10.270,0.480,0.221,-0.109,0.842
1595137408070,2020-07-19T01:43:28.070,10.280,0.481,0.221,-0.112,0.841
1595137408080,2020-07-19T01:43:28.080,10.290,0.483,0.223,-0.114,0.839
1595137408090,2020-07-19T01:43:28.090,10.300,0.485,0.222,-0.116,0.838
1595137408100,2020-07-19T01:43:28.100,10.310,0.487,0.215,-0.116,0.838
1595137408110,2020-07-19T01:43:28.110,10.320,0.489,0.210,-0.116,0.839
1595137408120,2020-07-19T01:43:28.120,10.330,0.488,0.219,-0.120,0.836
1595137408130,2020-07-19T01:43:28.130,10.340,0.485,0.242,-0.129,0.830
1595137408140,2020-07-19T01:43:28.140,10.350,0.486,0.251,-0.137,0.826
1595137408150,2020-07-19T01:43:28.150,10.360,0.493,0.234,-0.131,0.827
1595137408160,2020-07-19T01:43:28.160,10.370,0.497,0.248,-0.134,0.821
1595137408170,2020-07-19T01:43:28.170,10.380,0.488,0.271,-0.143,0.817
1595137408180,2020-07-19T01:43:28.180,10.390,0.478,0.270,-0.152,0.822
1595137408190,2020-07-19T01:43:28.190,10.400,0.481,0.267,-0.148,0.822
1595137408200,2020-07-19T01:43:28.200,10.410,0.489,0.285,-0.139,0.813
1595137408210,2020-07-19T01:43:28.210,10.420,0.497,0.298,-0.130,0.804
1595137408220,2020-07-19T01:43:28.220,10.430,0.501,0.300,-0.127,0.802
1595137408230,2020-07-19T01:43:28.230,10.440,0.497,0.300,-0.130,0.804
1595137408240,2020-07-19T01:43:28.240,10.450,0.492,0.302,-0.135,0.805
1595137408250,2020-07-19T01:43:28.250,10.460,0.490,0.304,-0.136,0.805
1595137408260,2020-07-19T01:43:28.260,10.470,0.489,0.305,-0.137,0.806
1595137408270,2020-07-19T01:43:28.270,10.480,0.488,0.305,-0.138,0.806
1595137408280,2020-07-19T01:43:28.280,10.490,0.489,0.305,-0.138,0.806
1595137408290,2020-07-19T01:43:28.290,10.500,0.489,0.304,-0.139,0.806
1595137408300,2020-07-19T01:43:28.300,10.510,0.489,0.303,-0.140,0.806
1595137408310,2020-07-19T01:43:28.310,10.520,0.489,0.303,-0.141,0.806
1595137408320,2020-07-19T01:43:28.320,10.530,0.496,0.318,-0.118,0.799
1595137408330,2020-07-19T01:43:28.330,10.540,0.496,0.317,-0.120,0.799
1595137408340,2020-07-19T01:43:28.340,10.550,0.495,0.318,-0.122,0.799
1595137408350,2020-07-19T01:43:28.350,10.560,0.495,0.318,-0.124,0.799
1595137408360,2020-07-19T01:43:28.360,10.570,0.495,0.318,-0.126,0.799
1595137408370,2020-07-19T01:43:28.370,10.580,0.494,0.318,-0.128,0.799
1595137408380,2020-07-19T01:43:28.380,10.590,0.493,0.318,-0.130,0.799
1595137408390,2020-07-19T01:43:28.390,10.600,0.493,0.319,-0.131,0.799
1595137408400,2020-07-19T01:43:28.400,10.610,0.493,0.320,-0.132,0.799
1595137408410,2020-07-19T01:43:28.410,10.620,0.492,0.321,-0.134,0.798
1595137408420,2020-07-19T01:43:28.420,10.630,0.492,0.321,-0.135,0.798
1595137408430,2020-07-19T01:43:28.430,10.640,0.492,0.323,-0.136,0.797
1595137408440,2020-07-19T01:43:28.440,10.650,0.492,0.324,-0.137,0.796
1595137408450,2020-07-19T01:43:28.450,10.660,0.492,0.326,-0.137,0.796
1595137408460,2020-07-19T01:43:28.460,10.670,0.492,0.327,-0.138,0.795
1595137408470,2020-07-19T01:43:28.470,10.680,0.492,0.328,-0.139,0.794
1595137408480,2020-07-19T01:43:28.480,10.690,0.492,0.329,-0.140,0.794
1595137408490,2020-07-19T01:43:28.490,10.700,0.492,0.329,-0.141,0.793
1595137408500,2020-07-19T01:43:28.500,10.710,0.492,0.330,-0.142,0.793
1595137408510,2020-07-19T01:43:28.510,10.720,0.492,0.331,-0.143,0.792
1595137408520,2020-07-19T01:43:28.520,10.730,0.490,0.315,-0.152,0.798
1595137408530,2020-07-19T01:43:28.530,10.740,0.490,0.316,-0.153,0.798
1595137408540,2020-07-19T01:43:28.540,10.750,0.490,0.316,-0.154,0.798
1595137408550,2020-07-19T01:43:28.550,10.760,0.490,0.317,-0.154,0.797
1595137408560,2020-07-19T01:43:28.560,10.770,0.490,0.317,-0.155,0.797
1595137408570,2020-07-19T01:43:28.570,10.780,0.491,0.318,-0.155,0.796
1595137408580,2020-07-19T01:43:28.580,10.790,0.491,0.319,-0.155,0.796
1595137408590,2020-07-19T01:43:28.590,10.800,0.491,0.320,-0.155,0.795
1595137408600,2020-07-19T01:43:28.600,10.810,0.491,0.321,-0.155,0.795
1595137408610,2020-07-19T01:43:28.610,10.820,0.491,0.322,-0.155,0.794
1595137408620,2020-07-19T01:43:28.620,10.830,0.104,-0.350,-0.079,-0.928
1595137408630,2020-07-19T01:43:28.630,10.840,0.104,-0.350,-0.081,-0.927
1595137408640,2020-07-19T01:43:28.640,10.850,0.103,-0.351,-0.084,-0.927
1595137408650,2020-07-19T01:43:28.650,10.860,0.102,-0.352,-0.086,-0.927
1595137408660,2020-07-19T01:43:28.660,10.870,0.102,-0.352,-0.087,-0.926
1595137408670,2020-07-19T01:43:28.670,10.880,0.102,-0.353,-0.089,-0.926
1595137408680,2020-07-19T01:43:28.680,10.890,0.101,-0.354,-0.091,-0.925
1595137408690,2020-07-19T01:43:28.690,10.900,0.101,-0.356,-0.093,-0.924
1595137408700,2020-07-19T01:43:28.700,10.910,0.102,-0.357,-0.094,-0.924
1595137408710,2020-07-19T01:43:28.710,10.920,0.102,-0.359,-0.095,-0.923
1595137408720,2020-07-19T01:43:28.720,10.930,0.102,-0.360,-0.097,-0.922
1595137408730,2020-07-19T01:43:28.730,10.940,0.103,-0.362,-0.098,-0.921
1595137408740,2020-07-19T01:43:28.740,10.950,0.103,-0.365,-0.099,-0.920
1595137408750,2020-07-19T01:43:28.750,10.960,0.104,-0.367,-0.100,-0.919
1595137408760,2020-07-19T01:43:28.760,10.970,0.105,-0.370,-0.101,-0.918
1595137408770,2020-07-19T01:43:28.770,10.980,0.105,-0.373,-0.102,-0.916
1595137408780,2020-07-19T01:43:28.780,10.990,0.107,-0.377,-0.102,-0.914
1595137408790,2020-07-19T01:43:28.790,11.000,0.108,-0.382,-0.102,-0.912
1595137408800,2020-07-19T01:43:28.800,11.010,0.109,-0.388,-0.101,-0.910
1595137408810,2020-07-19T01:43:28.810,11.020,0.112,-0.396,-0.100,-0.906
1595137408820,2020-07-19T01:43:28.820,11.030,0.114,-0.404,-0.098,-0.902
1595137408830,2020-07-19T01:43:28.830,11.040,0.115,-0.414,-0.095,-0.898
1595137408840,2020-07-19T01:43:28.840,11.050,0.115,-0.426,-0.091,-0.892
1595137408850,2020-07-19T01:43:28.850,11.060,0.115,-0.441,-0.086,-0.886
1595137408860,2020-07-19T01:43:28.860,11.070,0.112,-0.460,-0.079,-0.877
1595137408870,2020-07-19T01:43:28.870,11.080,0.108,-0.480,-0.073,-0.867
1595137408880,2020-07-19T01:43:28.880,11.090,0.103,-0.503,-0.067,-0.855
1595137408890,2020-07-19T01:43:28.890,11.100,0.095,-0.530,-0.062,-0.840
1595137408900,2020-07-19T01:43:28.900,11.110,0.088,-0.560,-0.062,-0.821
1595137408910,2020-07-19T01:43:28.910,11.120,0.081,-0.591,-0.060,-0.800
1595137408920,2020-07-19T01:43:28.920,11.130,0.077,-0.622,-0.043,-0.778
1595137408930,2020-07-19T01:43:28.930,11.140,0.079,-0.656,-0.029,-0.750
1595137408940,2020-07-19T01:43:28.940,11.150,0.091,-0.685,-0.027,-0.723
1595137408950,2020-07-19T01:43:28.950,11.160,0.098,-0.688,-0.022,-0.719
1595137408960,2020-07-19T01:43:28.960,11.170,0.095,-0.679,-0.025,-0.728
1595137408970,2020-07-19T01:43:28.970,11.180,0.088,-0.681,-0.050,-0.726
1595137408980,2020-07-19T01:43:28.980,11.190,0.080,-0.676,-0.070,-0.730
1595137408990,2020-07-19T01:43:28.990,11.200,0.073,-0.672,-0.071,-0.734
1595137409000,2020-07-19T01:43:29.000,11.210,0.072,-0.669,-0.064,-0.737
1595137409010,2020-07-19T01:43:29.010,11.220,0.076,-0.664,-0.058,-0.741
1595137409020,2020-07-19T01:43:29.020,11.230,0.080,-0.656,-0.054,-0.749
1595137409030,2020-07-19T01:43:29.030,11.240,0.086,-0.645,-0.051,-0.757
1595137409040,2020-07-19T01:43:29.040,11.250,0.093,-0.634,-0.051,-0.766
1595137409050,2020-07-19T01:43:29.050,11.260,0.097,-0.622,-0.051,-0.776
1595137409060,2020-07-19T01:43:29.060,11.270,0.100,-0.608,-0.053,-0.786
1595137409070,2020-07-19T01:43:29.070,11.280,0.101,-0.592,-0.057,-0.797
1595137409080,2020-07-19T01:43:29.080,11.290,0.099,-0.576,-0.058,-0.809
1595137409090,2020-07-19T01:43:29.090,11.300,0.093,-0.560,-0.058,-0.821
1595137409100,2020-07-19T01:43:29.100,11.310,0.085,-0.541,-0.059,-0.835
1595137409110,2020-07-19T01:43:29.110,11.320,0.079,-0.524,-0.056,-0.846
1595137409120,2020-07-19T01:43:29.120,11.330,0.072,-0.510,-0.051,-0.856
1595137409130,2020-07-19T01:43:29.130,11.340,0.065,-0.493,-0.046,-0.866
1595137409140,2020-07-19T01:43:29.140,11.350,0.057,-0.475,-0.045,-0.877
1595137409150,2020-07-19T01:43:29.150,11.360,0.049,-0.458,-0.045,-0.887
1595137409160,2020-07-19T01:43:29.160,11.370,0.042,-0.439,-0.045,-0.896
1595137409170,2020-07-19T01:43:29.170,11.380,0.035,-0.420,-0.044,-0.906
1595137409180,2020-07-19T01:43:29.180,11.390,0.029,-0.402,-0.043,-0.914
1595137409190,2020-07-19T01:43:29.190,11.400,0.024,-0.384,-0.042,-0.922
1595137409200,2020-07-19T01:43:29.200,11.410,0.019,-0.365,-0.041,-0.930
1595137409210,2020-07-19T01:43:29.210,11.420,0.014,-0.346,-0.041,-0.937
1595137409220,2020-07-19T01:43:29.220,11.430,0.011,-0.329,-0.042,-0.943
1595137409230,2020-07-19T01:43:29.230,11.440,0.007,-0.313,-0.045,-0.949
1595137409240,2020-07-19T01:43:29.240,11.450,0.003,-0.299,-0.049,-0.953
1595137409250,2020-07-19T01:43:29.250,11.460,0.002,0.287,0.051,0.957
1595137409260,2020-07-19T01:43:29.260,11.470,0.006,0.275,0.051,0.960
1595137409270,2020-07-19T01:43:29.270,11.480,0.009,0.264,0.050,0.963
1595137409280,2020-07-19T01:43:29.280,11.490,0.012,0.257,0.048,0.965
1595137409290,2020-07-19T01:43:29.290,11.500,0.017,0.254,0.047,0.966
1595137409300,2020-07-19T01:43:29.300,11.510,0.022,0.251,0.046,0.967
1595137409310,2020-07-19T01:43:29.310,11.520,0.027,0.248,0.043,0.967
1595137409320,2020-07-19T01:43:29.320,11.530,0.033,0.246,0.040,0.968
1595137409330,2020-07-19T01:43:29.330,11.540,0.038,0.247,0.035,0.968
1595137409340,2020-07-19T01:43:29.340,11.550,0.041,0.250,0.029,0.967
1595137409350,2020-07-19T01:43:29.350,11.560,0.043,0.253,0.022,0.966
1595137409360,2020-07-19T01:43:29.360,11.570,0.046,0.254,0.017,0.966
1595137409370,2020-07-19T01:43:29.370,11.580,0.048,0.249,0.011,0.967
1595137409380,2020-07-19T01:43:29.380,11.590,0.049,0.240,0.004,0.970
1595137409390,2020-07-19T01:43:29.390,11.600,0.048,0.229,-0.004,0.972
1595137409400,2020-07-19T01:43:29.400,11.610,0.046,0.220,-0.010,0.974
1595137409410,2020-07-19T01:43:29.410,11.620,0.043,0.223,-0.009,0.974
1595137409420,2020-07-19T01:43:29.420,11.630,0.043,0.243,0.002,0.969
1595137409430,2020-07-19T01:43:29.430,11.640,0.052,0.272,0.017,0.961
1595137409440,2020-07-19T01:43:29.440,11.650,0.068,0.283,0.031,0.956
1595137409450,2020-07-19T01:43:29.450,11.660,0.086,0.271,0.048,0.958
1595137409460,2020-07-19T01:43:29.460,11.670,0.096,0.284,0.051,0.953
1595137409470,2020-07-19T01:43:29.470,11.680,0.081,0.300,0.038,0.950
1595137409480,2020-07-19T01:43:29.480,11.690,0.054,0.299,0.012,0.953
1595137409490,2020-07-19T01:43:29.490,11.700,0.043,0.298,0.001,0.953
1595137409500,2020-07-19T01:43:29.500,11.710,0.050,0.302,0.012,0.952
1595137409510,2020-07-19T01:43:29.510,11.720,0.066,0.307,0.033,0.949
1595137409520,2020-07-19T01:43:29.520,11.730,0.077,0.312,0.046,0.946
1595137409530,2020-07-19T01:43:29.530,11.740,0.074,0.310,0.042,0.947
1595137409540,2020-07-19T01:43:29.540,11.750,0.068,0.310,0.037,0.948
1595137409550,2020-07-19T01:43:29.550,11.760,0.064,0.314,0.034,0.946
1595137409560,2020-07-19T01:43:29.560,11.770,0.061,0.315,0.030,0.947
1595137409570,2020-07-19T01:43:29.570,11.780,0.060,0.315,0.030,0.947
1595137409580,2020-07-19T01:43:29.580,11.790,0.061,0.318,0.032,0.946
1595137409590,2020-07-19T01:43:29.590,11.800,0.062,0.319,0.033,0.945
1595137409600,2020-07-19T01:43:29.600,11.810,0.062,0.320,0.032,0.945
1595137409610,2020-07-19T01:43:29.610,11.820,0.062,0.321,0.031,0.945
1595137409620,2020-07-19T01:43:29.620,11.830,0.061,0.321,0.030,0.945
1595137409630,2020-07-19T01:43:29.630,11.840,0.061,0.322,0.030,0.944
1595137409640,2020-07-19T01:43:29.640,11.850,0.061,0.322,0.029,0.944
1595137409650,2020-07-19T01:43:29.650,11.860,0.061,0.323,0.029,0.944
1595137409660,2020-07-19T01:43:29.660,11.870,0.061,0.323,0.028,0.944
1595137409670,2020-07-19T01:43:29.670,11.880,0.062,0.342,0.035,0.937
1595137409680,2020-07-19T01:43:29.680,11.890,0.060,0.335,0.029,0.940
1595137409690,2020-07-19T01:43:29.690,11.900,0.060,0.335,0.028,0.940
1595137409700,2020-07-19T01:43:29.700,11.910,0.060,0.335,0.028,0.940
1595137409710,2020-07-19T01:43:29.710,11.920,0.060,0.334,0.028,0.940
1595137409720,2020-07-19T01:43:29.720,11.930,0.060,0.334,0.028,0.940
1595137409730,2020-07-19T01:43:29.730,11.940,0.060,0.334,0.028,0.940
1595137409740,2020-07-19T01:43:29.740,11.950,0.056,0.328,0.016,0.943
1595137409750,2020-07-19T01:43:29.750,11.960,0.058,0.334,0.023,0.940
1595137409760,2020-07-19T01:43:29.760,11.970,0.059,0.343,0.028,0.937
1595137409770,2020-07-19T01:43:29.770,11.980,0.059,0.342,0.029,0.937
1595137409780,2020-07-19T01:43:29.780,11.990,0.060,0.341,0.030,0.938
1595137409790,2020-07-19T01:43:29.790,12.000,0.061,0.341,0.032,0.938
1595137409800,2020-07-19T01:43:29.800,12.010,0.061,0.341,0.034,0.938
1595137409810,2020-07-19T01:43:29.810,12.020,0.062,0.340,0.035,0.938
1595137409820,2020-07-19T01:43:29.820,12.030,0.062,0.342,0.037,0.937
1595137409830,2020-07-19T01:43:29.830,12.040,0.063,0.343,0.039,0.936
1595137409840,2020-07-19T01:43:29.840,12.050,0.064,0.344,0.041,0.936
1595137409850,2020-07-19T01:43:29.850,12.060,0.064,0.345,0.043,0.935
1595137409860,2020-07-19T01:43:29.860,12.070,0.065,0.348,0.045,0.934
1595137409870,2020-07-19T01:43:29.870,12.080,0.065,0.350,0.047,0.933
1595137409880,2020-07-19T01:43:29.880,12.090,0.065,0.351,0.050,0.933
1595137409890,2020-07-19T01:43:29.890,12.100,0.066,0.354,0.052,0.932
1595137409900,2020-07-19T01:43:29.900,12.110,0.049,0.355,0.060,0.932
1595137409910,2020-07-19T01:43:29.910,12.120,0.049,0.357,0.062,0.931
1595137409920,2020-07-19T01:43:29.920,12.130,0.049,0.360,0.064,0.930
1595137409930,2020-07-19T01:43:29.930,12.140,0.034,0.360,0.071,0.930
1595137409940,2020-07-19T01:43:29.940,12.150,0.033,0.363,0.072,0.928
1595137409950,2020-07-19T01:43:29.950,12.160,0.032,0.365,0.073,0.928
1595137409960,2020-07-19T01:43:29.960,12.170,0.030,0.368,0.075,0.926
1595137409970,2020-07-19T01:43:29.970,12.180,0.028,0.371,0.075,0.925
1595137409980,2020-07-19T01:43:29.980,12.190,0.027,0.374,0.076,0.924
1595137409990,2020-07-19T01:43:29.990,12.200,0.025,0.379,0.077,0.922
1595137410000,2020-07-19T01:43:30.000,12.210,0.023,0.383,0.077,0.920
1595137410010,2020-07-19T01:43:30.010,12.220,0.022,0.387,0.078,0.918
1595137410020,2020-07-19T01:43:30.020,12.230,0.020,0.393,0.078,0.916
1595137410030,2020-07-19T01:43:30.030,12.240,0.018,0.399,0.079,0.913
1595137410040,2020-07-19T01:43:30.040,12.250,0.015,0.405,0.079,0.911
1595137410050,2020-07-19T01:43:30.050,12.260,0.012,0.410,0.078,0.909
1595137410060,2020-07-19T01:43:30.060,12.270,0.008,0.416,0.076,0.906
1595137410070,2020-07-19T01:43:30.070,12.280,0.004,0.424,0.075,0.903
1595137410080,2020-07-19T01:43:30.080,12.290,0.001,0.432,0.072,0.899
1595137410090,2020-07-19T01:43:30.090,12.300,0.001,-0.441,-0.070,-0.895
1595137410100,2020-07-19T01:43:30.100,12.310,0.002,-0.453,-0.068,-0.889
1595137410110,2020-07-19T01:43:30.110,12.320,0.002,-0.466,-0.065,-0.882
1595137410120,2020-07-19T01:43:30.120,12.330,0.001,-0.479,-0.061,-0.876
1595137410130,2020-07-19T01:43:30.130,12.340,0.001,0.493,0.059,0.868
1595137410140,2020-07-19T01:43:30.140,12.350,0.004,0.508,0.055,0.859
1595137410150,2020-07-19T01:43:30.150,12.360,0.009,0.525,0.052,0.849
1595137410160,2020-07-19T01:43:30.160,12.370,0.015,0.545,0.049,0.837
1595137410170,2020-07-19T01:43:30.170,12.380,0.023,0.567,0.046,0.822
1595137410180,2020-07-19T01:43:30.180,12.390,0.031,0.593,0.045,0.804
1595137410190,2020-07-19T01:43:30.190,12.400,0.035,0.616,0.038,0.786
1595137410200,2020-07-19T01:43:30.200,12.410,0.037,0.637,0.030,0.769
1595137410210,2020-07-19T01:43:30.210,12.420,0.039,0.661,0.022,0.749
1595137410220,2020-07-19T01:43:30.220,12.430,0.047,0.677,0.014,0.734
1595137410230,2020-07-19T01:43:30.230,12.440,0.056,0.682,0.010,0.729
1595137410240,2020-07-19T01:43:30.240,12.450,0.064,0.693,0.011,0.718
1595137410250,2020-07-19T01:43:30.250,12.460,0.071,0.707,0.012,0.703
1595137410260,2020-07-19T01:43:30.260,12.470,0.082,0.709,0.013,0.701
1595137410270,2020-07-19T01:43:30.270,12.480,0.094,0.703,0.013,0.705
1595137410280,2020-07-19T01:43:30.280,12.490,0.100,0.704,0.003,0.703
1595137410290,2020-07-19T01:43:30.290,12.500,0.100,0.700,-0.013,0.706
1595137410300,2020-07-19T01:43:30.300,12.510,0.100,0.692,-0.024,0.715
1595137410310,2020-07-19T01:43:30.310,12.520,0.099,0.685,-0.030,0.721
1595137410320,2020-07-19T01:43:30.320,12.530,0.098,0.674,-0.034,0.732
1595137410330,2020-07-19T01:43:30.330,12.540,0.098,0.660,-0.038,0.744
1595137410340,2020-07-19T01:43:30.340,12.550,0.098,0.646,-0.044,0.756
1595137410350,2020-07-19T01:43:30.350,12.560,0.100,0.630,-0.052,0.768
1595137410360,2020-07-19T01:43:30.360,12.570,0.104,0.614,-0.060,0.780
1595137410370,2020-07-19T01:43:30.370,12.580,0.109,0.597,-0.067,0.792
1595137410380,2020-07-19T01:43:30.380,12.590,0.116,0.579,-0.075,0.803
1595137410390,2020-07-19T01:43:30.390,12.600,0.125,0.562,-0.080,0.814
1595137410400,2020-07-19T01:43:30.400,12.610,0.135,0.543,-0.084,0.824
1595137410410,2020-07-19T01:43:30.410,12.620,0.147,0.525,-0.087,0.834
1595137410420,2020-07-19T01:43:30.420,12.630,0.159,0.507,-0.090,0.843
1595137410430,2020-07-19T01:43:30.430,12.640,0.171,0.488,-0.093,0.851
1595137410440,2020-07-19T01:43:30.440,12.650,0.183,0.468,-0.094,0.859
1595137410450,2020-07-19T01:43:30.450,12.660,0.195,0.448,-0.095,0.867
1595137410460,2020-07-19T01:43:30.460,12.670,0.206,0.428,-0.096,0.875
1595137410470,2020-07-19T01:43:30.470,12.680,0.216,0.407,-0.097,0.882
1595137410480,2020-07-19T01:43:30.480,12.690,0.225,0.387,-0.097,0.889
1595137410490,2020-07-19T01:43:30.490,12.700,0.235,0.366,-0.097,0.895
1595137410500,2020-07-19T01:43:30.500,12.710,0.244,0.345,-0.097,0.901
1595137410510,2020-07-19T01:43:30.510,12.720,0.252,0.325,-0.096,0.906
1595137410520,2020-07-19T01:43:30.520,12.730,0.262,0.307,-0.095,0.910
1595137410530,2020-07-19T01:43:30.530,12.740,0.272,0.292,-0.093,0.912
1595137410540,2020-07-19T01:43:30.540,12.750,0.283,0.281,-0.093,0.912
1595137410550,2020-07-19T01:43:30.550,12.760,0.292,0.275,-0.093,0.911
1595137410560,2020-07-19T01:43:30.560,12.770,0.298,0.272,-0.096,0.910
1595137410570,2020-07-19T01:43:30.570,12.780,0.301,0.273,-0.099,0.908
1595137410580,2020-07-19T01:43:30.580,12.790,0.305,0.278,-0.104,0.905
1595137410590,2020-07-19T01:43:30.590,12.800,0.310,0.282,-0.110,0.902
1595137410600,2020-07-19T01:43:30.600,12.810,0.315,0.281,-0.115,0.899
1595137410610,2020-07-19T01:43:30.610,12.820,0.322,0.274,-0.120,0.898
1595137410620,2020-07-19T01:43:30.620,12.830,0.332,0.268,-0.121,0.896
1595137410630,2020-07-19T01:43:30.630,12.840,0.343,0.273,-0.123,0.890
1595137410640,2020-07-19T01:43:30.640,12.850,0.349,0.278,-0.125,0.886
1595137410650,2020-07-19T01:43:30.650,12.860,0.353,0.270,-0.127,0.887
1595137410660,2020-07-19T01:43:30.660,12.870,0.355,0.262,-0.128,0.888
1595137410670,2020-07-19T01:43:30.670,12.880,0.351,0.262,-0.130,0.890
1595137410680,2020-07-19T01:43:30.680,12.890,0.349,0.262,-0.133,0.890
1595137410690,2020-07-19T01:43:30.690,12.900,0.354,0.255,-0.137,0.889
1595137410700,2020-07-19T01:43:30.700,12.910,0.351,0.273,-0.137,0.885
1595137410710,2020-07-19T01:43:30.710,12.920,0.349,0.291,-0.129,0.881
1595137410720,2020-07-19T01:43:30.720,12.930,0.356,0.298,-0.121,0.878
1595137410730,2020-07-19T01:43:30.730,12.940,0.370,0.312,-0.109,0.869
1595137410740,2020-07-19T01:43:30.740,12.950,0.371,0.315,-0.105,0.867
1595137410750,2020-07-19T01:43:30.750,12.960,0.358,0.318,-0.112,0.871
1595137410760,2020-07-19T01:43:30.760,12.970,0.347,0.321,-0.117,0.873
1595137410770,2020-07-19T01:43:30.770,12.980,0.347,0.323,-0.115,0.873
1595137410780,2020-07-19T01:43:30.780,12.990,0.348,0.328,-0.113,0.871
1595137410790,2020-07-19T01:43:30.790,13.000,0.347,0.329,-0.114,0.871
1595137410800,2020-07-19T01:43:30.800,13.010,0.346,0.331,-0.114,0.870
1595137410810,2020-07-19T01:43:30.810,13.020,0.346,0.333,-0.114,0.870
1595137410820,2020-07-19T01:43:30.820,13.030,0.345,0.335,-0.114,0.869
1595137410830,2020-07-19T01:43:30.830,13.040,0.345,0.336,-0.115,0.869
1595137410840,2020-07-19T01:43:30.840,13.050,0.345,0.338,-0.115,0.868
1595137410850,2020-07-19T01:43:30.850,13.060,0.345,0.339,-0.116,0.868
1595137410860,2020-07-19T01:43:30.860,13.070,0.345,0.340,-0.116,0.867
1595137410870,2020-07-19T01:43:30.870,13.080,0.345,0.341,-0.117,0.867
1595137410880,2020-07-19T01:43:30.880,13.090,0.344,0.342,-0.118,0.867
1595137410890,2020-07-19T01:43:30.890,13.100,0.343,0.342,-0.119,0.867
1595137410900,2020-07-19T01:43:30.900,13.110,0.342,0.342,-0.120,0.867
1595137410910,2020-07-19T01:43:30.910,13.120,0.342,0.342,-0.121,0.867
1595137410920,2020-07-19T01:43:30.920,13.130,0.341,0.343,-0.122,0.867
1595137410930,2020-07-19T01:43:30.930,13.140,0.341,0.343,-0.123,0.867
1595137410940,2020-07-19T01:43:30.940,13.150,0.340,0.342,-0.123,0.867
1595137410950,2020-07-19T01:43:30.950,13.160,0.340,0.342,-0.124,0.867
1595137410960,2020-07-19T01:43:30.960,13.170,0.344,0.342,-0.115,0.867
1595137410970,2020-07-19T01:43:30.970,13.180,0.344,0.341,-0.115,0.867
1595137410980,2020-07-19T01:43:30.980,13.190,0.344,0.340,-0.115,0.868
1595137410990,2020-07-19T01:43:30.990,13.200,0.344,0.338,-0.116,0.868
1595137411000,2020-07-19T01:43:31.000,13.210,0.347,0.343,-0.109,0.866
1595137411010,2020-07-19T01:43:31.010,13.220,0.347,0.341,-0.110,0.867
1595137411020,2020-07-19T01:43:31.020,13.230,0.347,0.338,-0.111,0.868
1595137411030,2020-07-19T01:43:31.030,13.240,0.347,0.336,-0.112,0.868
1595137411040,2020-07-19T01:43:31.040,13.250,0.347,0.334,-0.113,0.869
1595137411050,2020-07-19T01:43:31.050,13.260,0.347,0.332,-0.114,0.870
1595137411060,2020-07-19T01:43:31.060,13.270,0.347,0.330,-0.115,0.870
1595137411070,2020-07-19T01:43:31.070,13.280,0.347,0.328,-0.116,0.871
1595137411080,2020-07-19T01:43:31.080,13.290,0.347,0.326,-0.117,0.871
1595137411090,2020-07-19T01:43:31.090,13.300,0.347,0.324,-0.118,0.872
1595137411100,2020-07-19T01:43:31.100,13.310,0.347,0.323,-0.119,0.872
1595137411110,2020-07-19T01:43:31.110,13.320,0.348,0.322,-0.121,0.872
1595137411120,2020-07-19T01:43:31.120,13.330,0.348,0.320,-0.122,0.873
1595137411130,2020-07-19T01:43:31.130,13.340,0.348,0.318,-0.124,0.873
1595137411140,2020-07-19T01:43:31.140,13.350,0.349,0.317,-0.126,0.873
1595137411150,2020-07-19T01:43:31.150,13.360,0.349,0.316,-0.128,0.873
1595137411160,2020-07-19T01:43:31.160,13.370,0.349,0.315,-0.130,0.873
